RC1N25D100T24V13p	1.51031e-311	2724.5	0	3.72066e-103	5.22902e-312	100	2.37152e-322	0	5.22902e-312	1e+08	0	0	0	1.51031e-311
RC1N25D100T24V14p	7.79857e-312	1929.32	0	3.72066e-103	4.77682e-313	100	2.37152e-322	0	4.77682e-313	1e+08	0	0	0	4.77682e-313
RC1N30D100T18V10p	100000	1640.09	1992	3.72066e-103	0.132	-2.68769e+109	2.37152e-322	17296	4.88	100000	0	0	0	-2.68769e+109
RC1N30D100T18V11p	100000	49.503	1272	3.72066e-103	0.036	-2.68769e+109	2.37152e-322	19429	5.112	100000	0	0	0	-2.68769e+109
RC1N30D100T18V12p	1.27095e-311	2462.48	0	3.72066e-103	3.68164e-312	100	2.37152e-322	0	3.68164e-312	1e+08	0	0	0	3.68164e-312
RC1N30D100T18V13p	100000	1463.49	1770	3.72066e-103	0.105	-2.68769e+109	2.37152e-322	19742	5.291	100000	0	0	0	-2.68769e+109
RC1N30D100T18V14p	100000	15.206	1296	3.72066e-103	0.036	-2.68769e+109	2.37152e-322	25727	5.402	100000	0	0	0	-2.68769e+109
RC1N30D100T24V11p	100000	247.892	3038	3.72066e-103	0.21	-2.68769e+109	2.37152e-322	75632	30.63	100000	0	0	0	-2.68769e+109
RC1N30D100T24V12p	1.44167e-311	7415.01	0	3.72066e-103	4.91885e-312	100	2.37152e-322	0	4.91885e-312	1e+08	0	0	0	4.91885e-312
RC1N30D100T24V13p	1.4031e-311	3393.82	0	3.72066e-103	4.43528e-312	100	2.37152e-322	0	4.43528e-312	1e+08	0	0	0	4.43528e-312
RC1N30D100T24V14p	7.06521e-312	5371.5	0	3.72066e-103	7.02285e-313	100	2.37152e-322	0	7.02285e-313	1e+08	0	0	0	7.02285e-313
RC1N35D100T18V10p	9.03811e-312	1868.45	0	3.72066e-103	1.73804e-312	100	2.37152e-322	0	1.73804e-312	1e+08	0	0	0	1.73804e-312
